,sent_id,sent,phrase_id,phrase,phrase_span,entity_id,entity,CE,label
1,2815,"Thus, IL-21 blocking antibody might be an effective therapy for treating SLE- and Sjogrens-like syndrome in patients containing Act1 mutation.Clinic, Cleveland, OH, 44106, USA.General Hospital, Tianjin, 300051, China.Beijing, 100050, China.Clinic, Cleveland, OH, 44106, USA.Science and Technology, Huazhong University of Science and Technology, Wuhan, 430074, China.Clinic, Cleveland, OH, 44106, USA.Union Medical College, Tianjin, 300192, China.Clinic, Cleveland, OH, 44106, USA.Clinic, Cleveland, OH, 44106, USA.Clinic, Cleveland, OH, 44106, USA.Clinic, Cleveland, OH, 44106, USA.Clinic, Cleveland, OH, 44106, USA.Clinic, Cleveland, OH, 44106, USA.Clinic, Cleveland, OH, 44106, USA.Clinic, Cleveland, OH, 44106, USA.Gastrointestinal Biology and Disease, University of North Carolina, Chapel Hill, NC, 27599, USA.Gastrointestinal Biology and Disease, University of North Carolina, Chapel Hill, NC, 27599, USA.Hill, NC, 27599, USA.OH, 44106, USA.OH, 44106, USA.General Hospital, Tianjin, 300051, China.Beijing, 100050, China.Medical Center, Phoenix, AZ, 85013, USA.65212, USA.of Medicine, Columbia, MO, 65212, USA.Clinic, Cleveland, OH, 44106, USA.and Blood Institute, National Institutes of Health, Bethesda, MD, 20892, USA.Clinic, Cleveland, OH, 44106, USA.",1,SLE- and Sjogren,"(73, 89)",0,Sjogrens-like syndrome,cause,DISEASE
2,2815,"Thus, IL-21 blocking antibody might be an effective therapy for treating SLE- and Sjogrens-like syndrome in patients containing Act1 mutation.Clinic, Cleveland, OH, 44106, USA.General Hospital, Tianjin, 300051, China.Beijing, 100050, China.Clinic, Cleveland, OH, 44106, USA.Science and Technology, Huazhong University of Science and Technology, Wuhan, 430074, China.Clinic, Cleveland, OH, 44106, USA.Union Medical College, Tianjin, 300192, China.Clinic, Cleveland, OH, 44106, USA.Clinic, Cleveland, OH, 44106, USA.Clinic, Cleveland, OH, 44106, USA.Clinic, Cleveland, OH, 44106, USA.Clinic, Cleveland, OH, 44106, USA.Clinic, Cleveland, OH, 44106, USA.Clinic, Cleveland, OH, 44106, USA.Clinic, Cleveland, OH, 44106, USA.Gastrointestinal Biology and Disease, University of North Carolina, Chapel Hill, NC, 27599, USA.Gastrointestinal Biology and Disease, University of North Carolina, Chapel Hill, NC, 27599, USA.Hill, NC, 27599, USA.OH, 44106, USA.OH, 44106, USA.General Hospital, Tianjin, 300051, China.Beijing, 100050, China.Medical Center, Phoenix, AZ, 85013, USA.65212, USA.of Medicine, Columbia, MO, 65212, USA.Clinic, Cleveland, OH, 44106, USA.and Blood Institute, National Institutes of Health, Bethesda, MD, 20892, USA.Clinic, Cleveland, OH, 44106, USA.",2,like syndrome,"(91, 104)",0,Sjogrens-like syndrome,cause,DISEASE
0,2816,The focus of this review is to increase awareness of pulmonary arterial hypertension (PAH) in patients with rheumatic diseases.,1,tension,"(77, 84)",0,pulmonary arterial hypertension,effect,DISEASE
0,2819,"For the assessment of clinical disability due to peripheral neuropathy, the Overall Disability Sum Score scale (ODSS) was used.",0,peripheral neuropathy,"(49, 70)",0,peripheral neuropathy,cause,DISEASE
0,2821,"Prior work disability status at diagnosis (OR 15.4, 95% CI 2.9-81.9; p = 0.001), concomitant fibromyalgia (OR 10.5, 95% CI 2.0-56.0; p = 0.006), and each additional year of age (OR 1.1, 95% CI 1.0-1.2; p = 0.009) were found to be associated with work disability 24 months after diagnosis.",0,bromyalgia,"(95, 105)",0,fibromyalgia,cause,DISEASE
0,2822,Presenting symptoms included dyspnea and cough but 4 patients presented with radiologic abnormalities in the absence of respiratory symptoms.,0,pnea,"(32, 36)",0,dyspnea,effect,DISEASE
1,2822,Presenting symptoms included dyspnea and cough but 4 patients presented with radiologic abnormalities in the absence of respiratory symptoms.,1,cough,"(41, 46)",0,cough,effect,DISEASE
0,2825,"However, of interest is that the mechanism of action of Ro60 peptide immunization appears to involve an increase in Th1 cytokines, resulting in the induction of SG dysfunction.Craniofacial Research, National Institutes of Health, Bethesda, Maryland, United States of America.",0,the induction of SG,"(144, 163)",0,SG dysfunction,effect,DISEASE
0,2828,Antiaquaporin-4 antibodies occur highly specifically in those patients with connective tissue diseases that present with symptoms typical for neuromyelitis optica.,1,connect,"(76, 83)",0,connective tissue diseases,cause,DISEASE
1,2828,Antiaquaporin-4 antibodies occur highly specifically in those patients with connective tissue diseases that present with symptoms typical for neuromyelitis optica.,2,diseases,"(94, 102)",0,connective tissue diseases,cause,DISEASE
0,2828,Antiaquaporin-4 antibodies occur highly specifically in those patients with connective tissue diseases that present with symptoms typical for neuromyelitis optica.,0,present with symptoms typical for neuromyelitis optica,"(108, 162)",0,neuromyelitis,effect,DISEASE
0,2829,Sjogrens syndrome (SS) is an auto-immune disease presenting with dry eyes and mouth (keratoconjunctivitis sicca and xerostomia).,0,Sjogrens,"(0, 8)",0,Sjogrens syndrome,effect,DISEASE
0,2833,"There are different therapeutic strategies, depending on the severity of each case, and the increase in the amount of saliva, to reduce the number of cavities and oral infections.",0,reduce the number of cavities and oral infections,"(129, 178)",0,infections,effect,DISEASE
0,2834,"Bronchiolitis may be mainly cellular in nature, often involving lympho-monocytic cells, and sometimes associated with lymphoid follicles, as in Sjogrens syndrome.",0,Bronchiolitis,"(0, 13)",0,Bronchiolitis,cause,DISEASE
0,2835,"All GN patients were treated with immunosuppressive therapy, with stabilisation or improvement of renal function in the 4 cryoglobulinaemia-associated GN patients only.",0,All GN patients were treated with im,"(0, 36)",0,GN,effect,DISEASE
1,2835,"All GN patients were treated with immunosuppressive therapy, with stabilisation or improvement of renal function in the 4 cryoglobulinaemia-associated GN patients only.",2,cryoglobulinaemia-associated GN patients only,"(122, 167)",0,GN,effect,DISEASE
0,2837,"We present a case of steroid sensitive Sjogrens nephritis worsened by pregnancy, demonstrated over the course of multiple pregnancies and investigated the aetiology.",0,nephritis,"(48, 57)",0,Sjogrens nephritis,effect,DISEASE
0,2840,"Concurrent cultures grew Mycobacterium abscessus and the patient began treatment with amikacin drops, oral clarithromycin and intravenous imipenem, followed by amikacin drops, oral clarithromycin, and oral clofazimine, but her course was complicated by a perforated corneal ulcer that required a corneal patch graft.",1,a perforated corneal,"(253, 273)",0,corneal ulcer,cause,DISEASE
0,2840,"Concurrent cultures grew Mycobacterium abscessus and the patient began treatment with amikacin drops, oral clarithromycin and intravenous imipenem, followed by amikacin drops, oral clarithromycin, and oral clofazimine, but her course was complicated by a perforated corneal ulcer that required a corneal patch graft.",0,"patient began treatment with amikacin drops, oral clarithrom","(57, 117)",0,amikacin,effect,CHEMICAL
1,2840,"Concurrent cultures grew Mycobacterium abscessus and the patient began treatment with amikacin drops, oral clarithromycin and intravenous imipenem, followed by amikacin drops, oral clarithromycin, and oral clofazimine, but her course was complicated by a perforated corneal ulcer that required a corneal patch graft.",0,"patient began treatment with amikacin drops, oral clarithrom","(57, 117)",1,clarithromycin,effect,CHEMICAL
0,2841,We outline the mechanisms proposed to explain the ocular toxic effects of oxybuprocaine and discuss the management principles in preventing this complication in the context of Sjogren's syndrome.compared with idiopathic pulmonary fibrosis.,0,ox,"(74, 76)",0,oxybuprocaine,cause,CHEMICAL
1,2841,We outline the mechanisms proposed to explain the ocular toxic effects of oxybuprocaine and discuss the management principles in preventing this complication in the context of Sjogren's syndrome.compared with idiopathic pulmonary fibrosis.,1,ine,"(84, 87)",0,oxybuprocaine,cause,CHEMICAL
2,2841,We outline the mechanisms proposed to explain the ocular toxic effects of oxybuprocaine and discuss the management principles in preventing this complication in the context of Sjogren's syndrome.compared with idiopathic pulmonary fibrosis.,2,sis,"(235, 238)",0,idiopathic pulmonary fibrosis,cause,DISEASE
0,2842,"Sjogrens syndrome (SS) is a chronic autoimmune disease characterized by lymphocytic infiltration, destruction of lacrimal and salivary glands and the presence of serum autoantibodies.",0,Sjogrens syndrome,"(0, 17)",0,Sjogrens syndrome,effect,DISEASE
1,2842,"Sjogrens syndrome (SS) is a chronic autoimmune disease characterized by lymphocytic infiltration, destruction of lacrimal and salivary glands and the presence of serum autoantibodies.",1,auto,"(36, 40)",0,autoimmune disease,effect,DISEASE
2,2842,"Sjogrens syndrome (SS) is a chronic autoimmune disease characterized by lymphocytic infiltration, destruction of lacrimal and salivary glands and the presence of serum autoantibodies.",2,mune disease,"(42, 54)",0,autoimmune disease,effect,DISEASE
0,2844,pSS is associated with an increased risk of subsequent CHD in Taiwan.,0,pSS,"(0, 3)",0,pSS,cause,DISEASE
0,2845,"This study compares signs, symptoms and predictive tools used to diagnose dry eye disease (DED) and ocular surface disorders in six systemic well-defined and non-overlapping diseases.",1,eye disease,"(78, 89)",0,dry eye disease,cause,DISEASE
0,2846,"We present data suggesting that anti-CD38 therapy may be effective for the prevention at the preclinical stage and for the treatment of established autoimmune diseases, such as systemic lupus erythematosus, systemic sclerosis, Sjogrens syndrome and anti-neutrophil cytoplasmic antibody (ANCA)-associated vasculitis.",1,mune diseases,"(154, 167)",0,autoimmune diseases,cause,DISEASE
0,2846,"We present data suggesting that anti-CD38 therapy may be effective for the prevention at the preclinical stage and for the treatment of established autoimmune diseases, such as systemic lupus erythematosus, systemic sclerosis, Sjogrens syndrome and anti-neutrophil cytoplasmic antibody (ANCA)-associated vasculitis.",0,vasculitis,"(304, 314)",0,vasculitis,effect,DISEASE
0,2848,"The resulting xerostomia, a subjective feeling of dry mouth, affects not only the ability of the patient to swallow and speak, but also encourages the development of dental caries and can be socially debilitating for the sufferer.",0,xerostomia,"(14, 24)",0,xerostomia,effect,DISEASE
0,2850,"These results indicate that clinicians, especially dermatologists, in China should improve their recognition of this disease to avoid misdiagnosis, and more attention should be paid to the follow-up of NLE patients and their asymptomatic mothers.Asia Pty Ltd.14.Report and Review of Literature.",2,E patients,"(204, 214)",0,NLE,effect,DISEASE
0,2854,Sjogrens syndrome (SS) is an autoimmune disease leading to mucosal dryness.,0,autoimmune disease,"(29, 47)",0,autoimmune disease,cause,DISEASE
0,2855,The indirect immunofluorescence method applied on HEp-2 cells has been the gold standard to identify connective tissue diseases such as systemic lupus erythematosus and Sjogrens syndrome.,0,identify connective tissue diseases such as systemic lupus erythematosus and Sjo,"(92, 172)",0,connective tissue diseases,effect,DISEASE
1,2855,The indirect immunofluorescence method applied on HEp-2 cells has been the gold standard to identify connective tissue diseases such as systemic lupus erythematosus and Sjogrens syndrome.,0,identify connective tissue diseases such as systemic lupus erythematosus and Sjo,"(92, 172)",1,systemic lupus erythematosus,effect,DISEASE
2,2855,The indirect immunofluorescence method applied on HEp-2 cells has been the gold standard to identify connective tissue diseases such as systemic lupus erythematosus and Sjogrens syndrome.,0,identify connective tissue diseases such as systemic lupus erythematosus and Sjo,"(92, 172)",2,Sjogrens syndrome,effect,DISEASE
0,2857,Sjogren syndrome (SS) is associated with xerostomia and xerophthalmia.,0,Sjogren syndrome,"(0, 16)",0,Sjogren syndrome,cause,DISEASE
0,2857,Sjogren syndrome (SS) is associated with xerostomia and xerophthalmia.,0,xerostomia,"(41, 51)",0,xerostomia,effect,DISEASE
0,2858,Further evaluation of this patient did in fact reveal underlying T-LGLL and mechanisms by which T cells in sIBM may escape immune regulation and contribute to disease phenotype are explored.,2,T cells in sIBM may,"(96, 115)",0,sIBM,cause,DISEASE
0,2859,Primary Sjogrens syndrome (PSS) is a chronic autoimmune inflammatory disease characterized by exocrine gland inflammation producing clinical symptoms such as dryness of the mouth and eyes.,0,disease,"(69, 76)",0,autoimmune inflammatory disease,cause,DISEASE
1,2859,Primary Sjogrens syndrome (PSS) is a chronic autoimmune inflammatory disease characterized by exocrine gland inflammation producing clinical symptoms such as dryness of the mouth and eyes.,2,rine gland inflammation,"(98, 121)",0,inflammation,cause,DISEASE
0,2861,"The liver is a lymphoid organ involved in the immune response and in the maintenance of tolerance to self molecules, but it is also a target of autoimmune reactions, as observed in primary liver autoimmune diseases (AILD) such as autoimmune hepatitis, primary biliary cirrhosis, and primary sclerosing cholangitis.",0,autoimmune diseases,"(195, 214)",0,primary liver autoimmune diseases,cause,DISEASE
0,2862,"In addition, markers of immune disturbance, inflammation and disease activity using the European League Against Rheumatism SS Disease Activity Index were analysed in patients.",2,inflammation and disease activity using the European League Against Rheumatism SS Disease Activity Index were analysed in patients,"(44, 174)",0,inflammation,effect,DISEASE
1,2862,"In addition, markers of immune disturbance, inflammation and disease activity using the European League Against Rheumatism SS Disease Activity Index were analysed in patients.",2,inflammation and disease activity using the European League Against Rheumatism SS Disease Activity Index were analysed in patients,"(44, 174)",1,SS,effect,CHEMICAL
0,2863,Eight patients had a diagnosis of SS in childhood and were followed for up to 14 years.,1,SS,"(34, 36)",0,SS,effect,CHEMICAL
0,2864,"The top seven rising topics were Selena Gomez, Sjogren syndrome, autoimmunity, rheumatoid arthritis, rheumatology, antinuclear antibody and autoimmune disease.",1,disease,"(151, 158)",0,antibody and autoimmune disease,cause,DISEASE
0,2865,SUBJECTS AND We retrospectively studied 14 patients who underwent surgical lung biopsy and who were diagnosed with small airway disease associated with primary or secondary Sjogrens syndrome.,0,primary or secondary Sjogrens syndrome,"(152, 190)",0,Sjogrens syndrome,cause,DISEASE
0,2865,SUBJECTS AND We retrospectively studied 14 patients who underwent surgical lung biopsy and who were diagnosed with small airway disease associated with primary or secondary Sjogrens syndrome.,0,small airway disease,"(115, 135)",0,airway disease,effect,DISEASE
0,2866,Serum and urinary laboratories tests and clinical manifestations confirmed Fanconi's syndrome associated with osteomalacia.,0,Fanconi's syndrome,"(75, 93)",0,Fanconi's syndrome,effect,DISEASE
0,2869,Acute intermittent porphyria (AIP) is a rare inherited metabolic disease associated with heme metabolism.,0,inherited metabolic disease,"(45, 72)",0,metabolic disease,effect,DISEASE
0,2872,"Sjogrens syndrome (SS) patients manifest high cell-free DNA (cf-DNA) levels in serum, associated with impaired DNaseI activity.",0,Sjogrens syndrome,"(0, 17)",0,Sjogrens syndrome,effect,DISEASE
0,2874,"Severity of retinopathy was evaluated as mild initial defect in the macula, or severe visual area loss.",1,tinopathy,"(14, 23)",0,retinopathy,effect,DISEASE
1,2874,"Severity of retinopathy was evaluated as mild initial defect in the macula, or severe visual area loss.",2,severe visual area loss,"(79, 102)",0,visual area loss,effect,DISEASE
0,2875,"Primary Sjogrens Syndrome (pSS) affects exocrine glands such as those producing the tear film, leading to dry and painful eyes, but is also associated with fatigue.",0,Primary Sjogrens Syndrome,"(0, 25)",0,Primary Sjogrens Syndrome,cause,DISEASE
0,2875,"Primary Sjogrens Syndrome (pSS) affects exocrine glands such as those producing the tear film, leading to dry and painful eyes, but is also associated with fatigue.",1,fatigue,"(156, 163)",0,fatigue,effect,DISEASE
0,2877,Higher prevalence of subclinical atherosclerosis has been observed in primary Sjogrens syndrome patients and recent population-based studies demonstrated an increased risk of cardiovascular events in these patients in comparison to general population.,2,at,"(33, 35)",0,atherosclerosis,cause,DISEASE
0,2879,"Only three patients required immunosuppressive therapy with cyclophosphamide, due to the presence of glomerulonephritis, vasculitis, and interstitial lung disease.",0,"the presence of glomerulonephritis, vasculitis, and interstitial lung disease","(85, 162)",0,glomerulonephritis,cause,DISEASE
1,2879,"Only three patients required immunosuppressive therapy with cyclophosphamide, due to the presence of glomerulonephritis, vasculitis, and interstitial lung disease.",0,"the presence of glomerulonephritis, vasculitis, and interstitial lung disease","(85, 162)",1,vasculitis,cause,DISEASE
2,2879,"Only three patients required immunosuppressive therapy with cyclophosphamide, due to the presence of glomerulonephritis, vasculitis, and interstitial lung disease.",0,"the presence of glomerulonephritis, vasculitis, and interstitial lung disease","(85, 162)",2,interstitial lung disease,cause,DISEASE
0,2879,"Only three patients required immunosuppressive therapy with cyclophosphamide, due to the presence of glomerulonephritis, vasculitis, and interstitial lung disease.",0,Only three patients required immunosuppressive therapy with cyclophosphamide,"(0, 76)",0,cyclophosphamide,effect,CHEMICAL
0,2880,"Sjogren syndrome (SS) is a lymphocyte-mediated, infiltrative autoimmune disorder characterized by destruction of exocrine glands leading to secretory dysfunction.",0,Sjogren syndrome,"(0, 16)",0,Sjogren syndrome,cause,DISEASE
1,2880,"Sjogren syndrome (SS) is a lymphocyte-mediated, infiltrative autoimmune disorder characterized by destruction of exocrine glands leading to secretory dysfunction.",1,ltrative autoimmune disorder,"(52, 80)",0,infiltrative autoimmune disorder,cause,DISEASE
0,2882,"Anti-SSA/Ro and anti-SSB/La antibodies are associated with Sjogrens syndrome and congenital heart block, while the anti-U1 small nuclear ribonucleoprotein antibodies show high specificity for mixed connective tissue disease.",0,Sjogrens syndrome,"(59, 76)",0,Sjogrens syndrome,effect,DISEASE
0,2884,BACKGROUND Rosai-Dorfman disease is a rare disorder that was previously described as sinus histiocytosis with massive lymphadenopathy.,0,osis,"(100, 104)",0,sinus histiocytosis,cause,DISEASE
1,2884,BACKGROUND Rosai-Dorfman disease is a rare disorder that was previously described as sinus histiocytosis with massive lymphadenopathy.,1,massive lymphadenopathy,"(110, 133)",0,massive lymphadenopathy,cause,DISEASE
0,2884,BACKGROUND Rosai-Dorfman disease is a rare disorder that was previously described as sinus histiocytosis with massive lymphadenopathy.,0,Dorfman disease,"(17, 32)",0,Rosai-Dorfman disease,effect,DISEASE
0,2885,Chronic autoimmune diseases are associated with increased risk of cardiovascular death.,0,Chronic autoimmune diseases,"(0, 27)",0,Chronic autoimmune diseases,cause,DISEASE
0,2888,"After excluding patients with neuropathy associated with other diseases and patients with entrapment mononeuropathies, 55/563 (10%) patients were classified as having SS-related peripheral neuropathy, including axonal sensorimotor polyneuropathy (n=24), pure sensory neuronopathy (n=15), mononeuropathy multiplex (n=15) and demyelinating polyradiculoneuropathy (n=1).",0,neuropathy,"(30, 40)",0,neuropathy,effect,DISEASE
0,2890,A 50-year-old patient was admitted for an intracranial hypertension syndrome with paralysis of the III and VII cranial nerves.,0,paralysis of the III and VII cranial nerves,"(82, 125)",0,paralysis,cause,DISEASE
0,2890,A 50-year-old patient was admitted for an intracranial hypertension syndrome with paralysis of the III and VII cranial nerves.,3,intracranial hypertension,"(42, 67)",0,intracranial hypertension syndrome,effect,DISEASE
0,2891,"In addition to vitamin B12 and copper deficiency, it is important to include sensory neuronopathies in the differential diagnosis of dorsal column lesions.",0,deficiency,"(38, 48)",0,copper deficiency,cause,DISEASE
0,2893,LIP is frequently associated with connective tissue diseases or infections.,0,connective tissue diseases,"(34, 60)",0,connective tissue diseases,effect,DISEASE
1,2893,LIP is frequently associated with connective tissue diseases or infections.,1,infections,"(64, 74)",0,infections,effect,DISEASE
0,2894,The less invasive labial minor salivary gland biopsy using a minimal incision with a needle tip was easy to perform and safe and showed the better result than the conventional incisional lip biopsy in terms of the adequate specimen in the diagnosis of Sjogrens syndrome.,2,than the conventional incisional lip biopsy in terms of the adequate specimen in the diagnosis of Sjogrens syndrome,"(154, 269)",0,Sjogrens syndrome,effect,DISEASE
0,2895,"In contrast to pathomechanisms of dry skin observed in SS, we recently reported that reduced sweating function and dry skin seen in atopic dermatitis (AD) are mediated by histamine or substance P, those are usually restored to normal levels after improvement of the dermatitis by topical corticosteroid ointment with or without oral anti-histamine.",1,dermatitis,"(139, 149)",0,atopic dermatitis,effect,DISEASE
0,2898,"Except for 2 patients positive for antinuclear factor without other associated features, 15 patients (65%) were finally diagnosed as having Sjogren/sicca syndrome, rheumatoid arthritis or antiphospholipid antibody syndrome.",1,antiph,"(188, 194)",0,antiphospholipid antibody syndrome,cause,DISEASE
0,2900,"Transbronchial lung biopsy showed luminal obliteration of pulmonary venules by intimal cellular proliferations, without abnormalities in the small pulmonary arteries.",0,intimal cellular proliferations,"(79, 110)",0,proliferations,cause,DISEASE
0,2900,"Transbronchial lung biopsy showed luminal obliteration of pulmonary venules by intimal cellular proliferations, without abnormalities in the small pulmonary arteries.",1,lumina,"(34, 40)",0,luminal,effect,CHEMICAL
0,2902,"Although most commonly encountered in patients with human immunodeficiency virus infection, disseminated Mycobacterium avium complex (MAC) is becoming more common in patients receiving immunosuppressive medications.",0,disseminated Mycobacterium,"(92, 118)",0,Mycobacterium avium,cause,DISEASE
0,2904,"In 100 consecutive patients affected by pSS, the occurrence of other autoimmune diseases was recorded and a full examination of thyroid function obtained.",0,pSS,"(40, 43)",0,pSS,cause,DISEASE
0,2904,"In 100 consecutive patients affected by pSS, the occurrence of other autoimmune diseases was recorded and a full examination of thyroid function obtained.",0,autoimmune diseases was recorded,"(69, 101)",0,autoimmune diseases,effect,DISEASE
0,2905,"Twelve were treated for dementia (median time: 2.1 years), and their MMSE significantly improved (median MMSE: 26, p=0.0019), while the non-SS subjects' MMSE declined (n=126, median: 22).",1,non,"(136, 139)",0,non-SS,cause,DISEASE
0,2909,"Its pathogenesis is poorly understood, but findings are consistent with both an autoimmune and an allergic disorder.",0,an allergic disorder,"(95, 115)",0,allergic disorder,effect,DISEASE
0,2911,"When it is associated with another autoimmune disease such as rheumatoid arthritis or lupus erythematosus, the condition is termed as secondary SS.",0,autoimmune disease,"(35, 53)",0,autoimmune disease,effect,DISEASE
0,2913,"Primary Sjogrens syndrome (PSS) is a relatively common immune-mediated condition characterized by oral and ocular dryness, fatigue, musculoskeletal pain and poor health-related quality of life.",1,grens syndrome,"(11, 25)",0,Primary Sjogrens syndrome,effect,DISEASE
0,2914,Background Sjogrens syndrome (SS) is an autoimmune connective tissue disease affecting the body's moisture-producing glands.,0,Sjogrens syndrome,"(11, 28)",0,Sjogrens syndrome,effect,DISEASE
0,2915,"When analyzed by disease group, the fracture risk in RA patients was accurately predicted by FRAX.",0,fracture risk,"(36, 49)",0,fracture,effect,DISEASE
1,2915,"When analyzed by disease group, the fracture risk in RA patients was accurately predicted by FRAX.",1,RA patients was,"(53, 68)",0,RA,effect,DISEASE
0,2917,"Systemic survey for sicca symptoms and work up for autoimmune diseases, including antinuclear antibodies, SS-A, SS-B antibodies, cryoglobulin, lymphoma, viral and autoimmune hepatitis should be performed to facilitate the correct diagnosis.Aug 3.Treatment Response in a Series of 13 Cases.",0,"including antinuclear antibodies, SS-A, SS-B antibodies, cryoglobulin, lymphoma, viral and","(72, 162)",0,SS-A,cause,DISEASE
0,2917,"Systemic survey for sicca symptoms and work up for autoimmune diseases, including antinuclear antibodies, SS-A, SS-B antibodies, cryoglobulin, lymphoma, viral and autoimmune hepatitis should be performed to facilitate the correct diagnosis.Aug 3.Treatment Response in a Series of 13 Cases.",2,hepatitis should be performed,"(174, 203)",0,hepatitis,effect,DISEASE
0,2919,"Although acquired GS associated with Sjogrens syndrome was initially suspected, a genetic test identified a novel homozygous mutation of c.1336-2A¬¨‚Ä†>¬¨‚Ä†T in the SLC12A3 gene, which resulted in aberrant splicing in the SLC12A3 transcript with the exclusion of exons 11 and 12.",0,Sjogrens syndrome,"(37, 54)",0,Sjogrens syndrome,cause,DISEASE
0,2920,Sjogrens syndrome (SS) is an autoimmune disease characterised by breach of self-tolerance towards nuclear antigens resulting in high affinity circulating autoantibodies.,0,an autoimmune disease,"(26, 47)",0,autoimmune disease,cause,DISEASE
0,2923,"Laboratory data showed high level of anti-SSA and anti-SSB antibodies, suggestive of interstitial pneumonia associated with Sjogrens syndrome.",0,Sjogrens syndrome,"(124, 141)",0,Sjogrens syndrome,cause,DISEASE
0,2925,Sjogrens syndrome (SS) is an autoimmune inflammatory disease that affects the exocrine glands.,0,autoimmune inflammatory disease,"(29, 60)",0,autoimmune inflammatory disease,cause,DISEASE
0,2925,Sjogrens syndrome (SS) is an autoimmune inflammatory disease that affects the exocrine glands.,0,Sjogrens syndrome,"(0, 17)",0,Sjogrens syndrome,effect,DISEASE
0,2926,"These results not only reveal potential immunopathogenic mechanisms underlying KCS in SS but also highlight the therapeutic potential of TSP-1.Ophthalmology, Harvard Medical School, Boston, Massachusetts, United States of America.2013.Patients With Dry Eye.",2,KCS in,"(79, 85)",0,KCS,effect,DISEASE
0,2929,"In addition to these physiological effects that occur during normal aging, sicca complaints can also be caused by Sjogrens syndrome (SS): a systemic auto-inflammatory disorder mainly affecting exocrine glands.",0,Sjogrens syndrome,"(114, 131)",0,Sjogrens syndrome,cause,DISEASE
0,2929,"In addition to these physiological effects that occur during normal aging, sicca complaints can also be caused by Sjogrens syndrome (SS): a systemic auto-inflammatory disorder mainly affecting exocrine glands.",0,sicca complaints,"(75, 91)",0,sicca complaints,effect,DISEASE
0,2930,BACKGROUND/Low levels of vitamin D play a role progression of cardiovascular diseases.,1,vitamin D,"(25, 34)",0,vitamin D,cause,CHEMICAL
0,2930,BACKGROUND/Low levels of vitamin D play a role progression of cardiovascular diseases.,0,cardiovascular diseases,"(62, 85)",0,cardiovascular diseases,effect,DISEASE
0,2932,"The 90 clinical variables, including health history, blood analysis, symptoms of dry eye and dry mouth, salivary flow and biopsy, tear flow and staining, were analyzed by factor analysis.",0,symptoms of dry eye,"(69, 88)",0,dry eye and dry mouth,effect,DISEASE
0,2934,"Neurological assessment showed symmetric pelvic-girdle weakness, myopathic face, waddling gait, but preserved deep tendon reflex and sensory functions.",3,"face, waddling gait","(75, 94)",0,waddling gait,effect,DISEASE
0,2936,Management guidelines for dry eye associated with Sjogrens disease are presented.KY.,0,Sjogrens disease,"(50, 66)",0,Sjogrens disease,cause,DISEASE
0,2937,"It could be concluded that in addition to neurological degenerative disorders, in some cases cerebellar atrophy could also be associated with autoimmune conditions such as PSS.2018.",0,cerebellar atrophy,"(93, 111)",0,cerebellar atrophy,cause,DISEASE
0,2938,"Chronic acquired demyelinating polyneuropathies may be refractory to conventional therapy including corticosteroids, plasma exchange, and intravenous immunoglobulin (Ig) or require long-term immunotherapy to maintain remission.",0,Chronic,"(0, 7)",0,Chronic acquired demyelinating polyneuropathies,cause,DISEASE
1,2938,"Chronic acquired demyelinating polyneuropathies may be refractory to conventional therapy including corticosteroids, plasma exchange, and intravenous immunoglobulin (Ig) or require long-term immunotherapy to maintain remission.",3,ies,"(44, 47)",0,Chronic acquired demyelinating polyneuropathies,cause,DISEASE
0,2940,"In addition to the examinations for dementia, the patients' levels of anti-SSA and SSB antibodies were measured.",1,dementia,"(36, 44)",0,dementia,cause,DISEASE
0,2941,"Seven patients were diagnosed with interstitial lung disease, while in the remaining 12 pSS patients, with normal PFTs and hrCT, symptoms were attributed to xerotrachea.",0,xerotrachea,"(157, 168)",0,xerotrachea,cause,DISEASE
0,2942,Liver transplantation is a life-saving surgery with excellent outcomes for those with decompensated cirrhosis.,1,with decompensated cirrhosis,"(81, 109)",0,decompensated cirrhosis,effect,DISEASE
0,2943,"Neonatal lupus erythematosus is an uncommon syndrome, which is caused by transplacental passage of maternal autoantibodies to Sjogrens syndrome A or B autoantigens.",0,transplacental passage of maternal autoantibodies to Sjogrens syndrome A or B autoantigens,"(73, 163)",0,Sjogrens syndrome A or B autoantigens,cause,DISEASE
0,2943,"Neonatal lupus erythematosus is an uncommon syndrome, which is caused by transplacental passage of maternal autoantibodies to Sjogrens syndrome A or B autoantigens.",0,Neonatal lupus erythematosus is an uncommon syndrome,"(0, 52)",0,lupus erythematosus,effect,DISEASE
0,2945,"Though anti-Sjogrens syndrome A (anti SS-A/Ro) antibodies were negative and ultrasound cardiographic findings were normal, she developed various arrhythmias/conduction disturbances shortly after starting corticosteroid.",0,anti-Sjogrens,"(7, 20)",0,anti-Sjogrens syndrome A,cause,DISEASE
0,2947,"He had nasal obstruction and dyspnea, notably with supine position/cervical rotation, which substantially improved with glucocorticoid treatment.",0,dyspnea,"(29, 36)",0,dyspnea,effect,DISEASE
0,2948,"Amicrobial pustulosis associated with autoimmune disease (APAD) is a rare clinical condition, characterized by relapsing pustular eruption, affecting mainly the skin folds.",0,autoimmune disease,"(38, 56)",0,autoimmune disease,cause,DISEASE
